id,comm_type,raw_content,subject,source_id,ingested_at,processed_at,is_processed
d7448cdb-da1e-4a3b-9abf-0e64fb53f0ea,chat,"{""id"": ""99F12380EB3D493DABBB090C"", ""title"": ""Synergistic object-oriented parallelism"", ""duration"": 73.98, ""calendar_id"": ""0B04B38F9B024E7F9D733D018733797A"", ""audio_url"": ""http://williams.info//audio.mp3"", ""video_url"": ""https://www.graham.info//video.mp4"", ""transcript_url"": ""https://morris-garcia.com//transcript.txt"", ""dateString"": ""2025-05-09 01:59:34"", ""host_email"": ""colleenbaker@moore.net"", ""organizer_email"": ""aaronhayes@harrison.com"", ""participants"": [""mcdanielsandra@hotmail.com"", ""owilson@hernandez.com""], ""speakers"": [""brooke94@martinez-barker.biz"", ""mkim@gmail.com"", ""cassandra01@gmail.com""], ""meeting_attendees"": [{""email"": ""mcdanielsandra@hotmail.com""}, {""email"": ""owilson@hernandez.com""}]}",Open-source system-worthy methodology,99F12380EB3D493DABBB090C,2025-04-22 22:23:04,2025-06-05 12:29:07,TRUE
435e4a2a-4e6b-4f3d-ba5c-a58caaf73bd5,meeting,"{""id"": ""71D946641A3746E794E0FFDF"", ""title"": ""Reactive well-modulated moratorium"", ""duration"": 40.43, ""calendar_id"": ""5F97FEC825FF402DA4503476F724D7FC"", ""audio_url"": ""https://kane-pollard.com//audio.mp3"", ""video_url"": ""https://www.williams-garner.biz//video.mp4"", ""transcript_url"": ""https://www.hanna-martinez.org//transcript.txt"", ""dateString"": ""2025-05-09 22:24:53"", ""host_email"": ""qmiller@wilson-barton.net"", ""organizer_email"": ""mgutierrez@cox.com"", ""participants"": [""andrea47@washington.com"", ""andrea86@walker.info"", ""tyronemoran@thornton.info""], ""speakers"": [""yarnold@weeks.com"", ""kendra65@adams.org"", ""seanwashington@yahoo.com""], ""meeting_attendees"": [{""email"": ""andrea47@washington.com""}, {""email"": ""andrea86@walker.info""}, {""email"": ""tyronemoran@thornton.info""}]}",Cross-platform leadingedge attitude,71D946641A3746E794E0FFDF,2025-07-24 06:13:09,2025-06-27 10:52:42,TRUE
aa8bfb26-1064-48c2-985e-b2557b8bf3fc,email,"{""id"": ""2F7C40FD3BE44695AAA633CA"", ""title"": ""Digitized discrete Local Area Network"", ""duration"": 158.3, ""calendar_id"": ""B8A0339D265A4ECF85A4E325DD1D4A45"", ""audio_url"": ""https://estrada-nolan.info//audio.mp3"", ""video_url"": ""https://www.alexander.org//video.mp4"", ""transcript_url"": ""https://wright.biz//transcript.txt"", ""dateString"": ""2025-07-07 15:49:32"", ""host_email"": ""robertpena@jones.com"", ""organizer_email"": ""christianmelissa@hotmail.com"", ""participants"": [""courtney78@gmail.com"", ""crystalmccall@francis.com"", ""tjackson@williams.com"", ""ryan38@yahoo.com""], ""speakers"": [""gregorylynch@harvey-allen.org""], ""meeting_attendees"": [{""email"": ""courtney78@gmail.com""}, {""email"": ""crystalmccall@francis.com""}, {""email"": ""tjackson@williams.com""}, {""email"": ""ryan38@yahoo.com""}]}",Customer-focused disintermediate implementation,2F7C40FD3BE44695AAA633CA,2025-08-11 02:42:21,2025-05-20 09:44:30,TRUE
7a7c0fca-4ac1-492b-b61d-4afca8b79fcf,chat,"{""id"": ""F61DD70107F34F2EB3656263"", ""title"": ""Customer-focused systematic emulation"", ""duration"": 98.01, ""calendar_id"": ""5427CE10F40B4D61AFD619F9FE1CC651"", ""audio_url"": ""https://www.henson.com//audio.mp3"", ""video_url"": ""http://turner.com//video.mp4"", ""transcript_url"": ""https://davis.com//transcript.txt"", ""dateString"": ""2025-05-31 22:26:30"", ""host_email"": ""andrew64@gmail.com"", ""organizer_email"": ""swall@lawson.com"", ""participants"": [""erica21@lucas.org"", ""christopherphillips@hotmail.com"", ""jamesbuchanan@yahoo.com"", ""jonathansummers@yahoo.com"", ""linda71@gmail.com""], ""speakers"": [""zcoffey@diaz.net"", ""vrichardson@baker.com""], ""meeting_attendees"": [{""email"": ""erica21@lucas.org""}, {""email"": ""christopherphillips@hotmail.com""}, {""email"": ""jamesbuchanan@yahoo.com""}, {""email"": ""jonathansummers@yahoo.com""}, {""email"": ""linda71@gmail.com""}]}",Persevering holistic secured line,F61DD70107F34F2EB3656263,2025-07-29 18:57:32,2025-06-12 18:32:40,TRUE
a24965a3-0428-493b-aaa7-1b979a1c12a1,chat,"{""id"": ""FFB9F6056FA341EA90014F2C"", ""title"": ""Customizable stable algorithm"", ""duration"": 83.29, ""calendar_id"": ""69B4ECDCB3D647F79432530886E1DC7A"", ""audio_url"": ""http://www.tyler-young.com//audio.mp3"", ""video_url"": ""http://www.williams-harmon.net//video.mp4"", ""transcript_url"": ""http://www.west-cox.org//transcript.txt"", ""dateString"": ""2025-02-12 08:27:25"", ""host_email"": ""fpena@russell.com"", ""organizer_email"": ""pwallace@garcia-jennings.net"", ""participants"": [""sandersjames@gmail.com"", ""batesdarlene@hotmail.com"", ""buchananjohn@buchanan.com""], ""speakers"": [""lisahall@kramer.com"", ""vanessafernandez@gmail.com""], ""meeting_attendees"": [{""email"": ""sandersjames@gmail.com""}, {""email"": ""batesdarlene@hotmail.com""}, {""email"": ""buchananjohn@buchanan.com""}]}",Organized motivating definition,FFB9F6056FA341EA90014F2C,2025-08-27 21:12:40,2025-01-17 20:11:29,TRUE
1551cdd4-3aa6-492a-a7b7-7c231ee7686c,meeting,"{""id"": ""CECD82CADABB44308109FB83"", ""title"": ""Cross-group attitude-oriented array"", ""duration"": 125.25, ""calendar_id"": ""83C9C4BE3F3745FEB5BF706EBEC21832"", ""audio_url"": ""https://www.rodgers.org//audio.mp3"", ""video_url"": ""https://www.gomez-ortega.biz//video.mp4"", ""transcript_url"": ""http://edwards.com//transcript.txt"", ""dateString"": ""2025-09-13 01:13:33"", ""host_email"": ""bschneider@gmail.com"", ""organizer_email"": ""gsimmons@yahoo.com"", ""participants"": [""lammarc@gmail.com"", ""joshuaschultz@joseph.com""], ""speakers"": [""sgarcia@gmail.com"", ""ohayes@morgan-chavez.biz"", ""ronald45@mcdaniel.com""], ""meeting_attendees"": [{""email"": ""lammarc@gmail.com""}, {""email"": ""joshuaschultz@joseph.com""}]}",Polarized directional benchmark,CECD82CADABB44308109FB83,2025-05-16 23:17:56,2025-08-05 00:46:12,TRUE
6dd1928a-7129-4175-b0f5-e6e05a963f7f,meeting,"{""id"": ""08EBBD73838C4730B4343099"", ""title"": ""Face-to-face hybrid policy"", ""duration"": 86.92, ""calendar_id"": ""76658F6BC40C4C7C8B2BDBE68589D970"", ""audio_url"": ""http://www.turner.com//audio.mp3"", ""video_url"": ""https://wilson-jimenez.biz//video.mp4"", ""transcript_url"": ""http://www.patel-hall.net//transcript.txt"", ""dateString"": ""2025-05-18 13:04:38"", ""host_email"": ""farmeraudrey@yahoo.com"", ""organizer_email"": ""anthony44@bell-white.com"", ""participants"": [""thomascynthia@gmail.com"", ""nicholaschavez@wood.com"", ""moorekaren@craig.info""], ""speakers"": [""alawson@yahoo.com"", ""reeddaniel@gregory.com""], ""meeting_attendees"": [{""email"": ""thomascynthia@gmail.com""}, {""email"": ""nicholaschavez@wood.com""}, {""email"": ""moorekaren@craig.info""}]}",Compatible hybrid support,08EBBD73838C4730B4343099,2025-01-17 10:17:08,2025-06-19 09:51:40,TRUE
61faef55-33ef-44d3-935b-b0a6571feb6a,email,"{""id"": ""98441479CB2E4EB5B7A828D3"", ""title"": ""Persistent web-enabled open system"", ""duration"": 64.36, ""calendar_id"": ""6567FFDA6B2145CD8AD9A631406FA215"", ""audio_url"": ""https://stewart.com//audio.mp3"", ""video_url"": ""https://www.romero-collins.info//video.mp4"", ""transcript_url"": ""http://www.decker-jones.com//transcript.txt"", ""dateString"": ""2025-08-27 20:17:37"", ""host_email"": ""umorse@patterson.com"", ""organizer_email"": ""usmith@solis.info"", ""participants"": [""kimdaniel@yahoo.com"", ""fosterkyle@yahoo.com"", ""kimberly18@wilson.com"", ""joelthomas@gmail.com""], ""speakers"": [""kathleenrios@bean.info""], ""meeting_attendees"": [{""email"": ""kimdaniel@yahoo.com""}, {""email"": ""fosterkyle@yahoo.com""}, {""email"": ""kimberly18@wilson.com""}, {""email"": ""joelthomas@gmail.com""}]}",Right-sized motivating info-mediaries,98441479CB2E4EB5B7A828D3,2025-06-29 16:47:06,2025-08-14 09:03:43,TRUE
33f97d68-64b0-484a-a38c-a2b7eb5c310d,meeting,"{""id"": ""05B96ED948C04836B2D069EF"", ""title"": ""Synchronized tangible support"", ""duration"": 70.16, ""calendar_id"": ""21C896501F9B4A638AC35819CDF880AF"", ""audio_url"": ""http://cox.com//audio.mp3"", ""video_url"": ""https://perez.com//video.mp4"", ""transcript_url"": ""http://romero.net//transcript.txt"", ""dateString"": ""2025-01-15 15:49:55"", ""host_email"": ""kstout@lopez.com"", ""organizer_email"": ""shepherdmary@hotmail.com"", ""participants"": [""benjaminzimmerman@warren-bishop.com"", ""paul59@gmail.com"", ""riveraangela@yahoo.com"", ""jennifer92@yahoo.com""], ""speakers"": [""sabrinacollins@hale.com"", ""vschneider@gmail.com""], ""meeting_attendees"": [{""email"": ""benjaminzimmerman@warren-bishop.com""}, {""email"": ""paul59@gmail.com""}, {""email"": ""riveraangela@yahoo.com""}, {""email"": ""jennifer92@yahoo.com""}]}",Switchable global throughput,05B96ED948C04836B2D069EF,2025-08-29 00:28:14,2025-02-20 21:27:56,TRUE
86700e73-e6cd-4805-9f3c-406981aa8306,call,"{""id"": ""B8C6026F999F4510BCB980E3"", ""title"": ""Cross-group directional knowledge user"", ""duration"": 128.32, ""calendar_id"": ""BDF435EC0AD247E9A954E8749C9735B9"", ""audio_url"": ""https://www.brown-shaw.com//audio.mp3"", ""video_url"": ""https://www.walker-flores.com//video.mp4"", ""transcript_url"": ""https://www.johnson.com//transcript.txt"", ""dateString"": ""2025-07-02 04:25:23"", ""host_email"": ""francisguerra@hotmail.com"", ""organizer_email"": ""xwilliams@ball.info"", ""participants"": [""kylestokes@mckee-lee.org"", ""xhammond@yahoo.com"", ""lisasolis@gmail.com"", ""davidsonmorgan@hotmail.com""], ""speakers"": [""mitchellkathryn@cole-palmer.biz""], ""meeting_attendees"": [{""email"": ""kylestokes@mckee-lee.org""}, {""email"": ""xhammond@yahoo.com""}, {""email"": ""lisasolis@gmail.com""}, {""email"": ""davidsonmorgan@hotmail.com""}]}",Organized reciprocal ability,B8C6026F999F4510BCB980E3,2025-01-31 18:26:15,2025-01-08 09:07:44,TRUE
23429b98-a1a1-47ab-9b95-4af28169d3e5,meeting,"{""id"": ""DC37594F541E4967BF02750E"", ""title"": ""Automated explicit customer loyalty"", ""duration"": 69.73, ""calendar_id"": ""0D31037949614A9CAA38EB1338EC0123"", ""audio_url"": ""http://www.stewart.net//audio.mp3"", ""video_url"": ""https://johnson-lucas.com//video.mp4"", ""transcript_url"": ""https://www.rivera.biz//transcript.txt"", ""dateString"": ""2025-06-20 18:38:32"", ""host_email"": ""marydunn@hotmail.com"", ""organizer_email"": ""parsonsjohn@gmail.com"", ""participants"": [""robertbauer@brown-copeland.info"", ""jennifercarter@mendez.org"", ""elizabethmiller@yahoo.com"", ""myerstheodore@hughes.com"", ""john19@sherman.com""], ""speakers"": [""epollard@white.info""], ""meeting_attendees"": [{""email"": ""robertbauer@brown-copeland.info""}, {""email"": ""jennifercarter@mendez.org""}, {""email"": ""elizabethmiller@yahoo.com""}, {""email"": ""myerstheodore@hughes.com""}, {""email"": ""john19@sherman.com""}]}",Networked global contingency,DC37594F541E4967BF02750E,2025-07-12 16:56:57,2025-07-13 05:15:14,TRUE
692b38eb-a7f8-4745-872c-9544d7f151d2,call,"{""id"": ""BC312FB4147846A4A7D71F40"", ""title"": ""Triple-buffered local data-warehouse"", ""duration"": 117.69, ""calendar_id"": ""EC7097D01FA546F38367B3BE04D6D7B1"", ""audio_url"": ""https://martinez.info//audio.mp3"", ""video_url"": ""http://cochran.com//video.mp4"", ""transcript_url"": ""http://york-joseph.com//transcript.txt"", ""dateString"": ""2025-05-21 09:21:04"", ""host_email"": ""laurie61@yahoo.com"", ""organizer_email"": ""manuel15@phillips.com"", ""participants"": [""sergio59@yahoo.com"", ""jonesdana@yahoo.com"", ""thomascathy@johnson-jones.com"", ""cherring@hotmail.com""], ""speakers"": [""xrush@hines-berry.net"", ""redwards@gmail.com"", ""fitzgeraldvictor@mcintyre-wilson.com""], ""meeting_attendees"": [{""email"": ""sergio59@yahoo.com""}, {""email"": ""jonesdana@yahoo.com""}, {""email"": ""thomascathy@johnson-jones.com""}, {""email"": ""cherring@hotmail.com""}]}",Profound directional capability,BC312FB4147846A4A7D71F40,2025-03-20 01:16:22,2025-02-23 22:25:34,TRUE
deda2792-3473-42c8-8777-ef4743f6ffd6,meeting,"{""id"": ""4DC9E9BC5A1147C199C385F7"", ""title"": ""Profit-focused secondary concept"", ""duration"": 179.6, ""calendar_id"": ""B3B22797411E41D2B3DB55727947151E"", ""audio_url"": ""http://www.weber.org//audio.mp3"", ""video_url"": ""http://www.williams.org//video.mp4"", ""transcript_url"": ""https://www.butler.net//transcript.txt"", ""dateString"": ""2025-04-23 11:56:07"", ""host_email"": ""jjohnson@wood.org"", ""organizer_email"": ""parkeryvonne@mendoza.org"", ""participants"": [""teresaday@owens-holmes.com"", ""ryanbartlett@guerra.com"", ""fernandodonovan@gmail.com"", ""meghan43@hotmail.com""], ""speakers"": [""colleenmendez@gmail.com""], ""meeting_attendees"": [{""email"": ""teresaday@owens-holmes.com""}, {""email"": ""ryanbartlett@guerra.com""}, {""email"": ""fernandodonovan@gmail.com""}, {""email"": ""meghan43@hotmail.com""}]}",Stand-alone exuding matrices,4DC9E9BC5A1147C199C385F7,2025-04-06 02:25:39,2025-06-07 17:03:24,TRUE
3db4a7aa-0eab-4669-abc6-f178f3103732,email,"{""id"": ""14CDECB85B81457C9DA45FFE"", ""title"": ""Horizontal modular policy"", ""duration"": 143.37, ""calendar_id"": ""7C0BF27D3FAC495D830FEF2DD7E26934"", ""audio_url"": ""https://smith.com//audio.mp3"", ""video_url"": ""https://williams-williams.net//video.mp4"", ""transcript_url"": ""http://roberts.net//transcript.txt"", ""dateString"": ""2025-04-19 15:11:08"", ""host_email"": ""djones@gmail.com"", ""organizer_email"": ""nwashington@yahoo.com"", ""participants"": [""michelle55@anderson-wood.net"", ""john14@wright-davis.com"", ""kwright@yahoo.com"", ""kathrynjimenez@hotmail.com"", ""fkoch@gmail.com""], ""speakers"": [""pwagner@aguilar.com""], ""meeting_attendees"": [{""email"": ""michelle55@anderson-wood.net""}, {""email"": ""john14@wright-davis.com""}, {""email"": ""kwright@yahoo.com""}, {""email"": ""kathrynjimenez@hotmail.com""}, {""email"": ""fkoch@gmail.com""}]}",Secured systemic pricing structure,14CDECB85B81457C9DA45FFE,2025-02-16 03:23:56,2025-02-19 23:13:46,TRUE
49e0e471-eab3-41de-a8ba-791acc8f5310,call,"{""id"": ""9D4A6CBF2C6943D2B7A94493"", ""title"": ""Automated object-oriented standardization"", ""duration"": 54.0, ""calendar_id"": ""AD163609EEC24E4A8A62F66F310C64AD"", ""audio_url"": ""http://www.alexander.com//audio.mp3"", ""video_url"": ""https://www.shaw-carr.info//video.mp4"", ""transcript_url"": ""http://www.clark.net//transcript.txt"", ""dateString"": ""2025-05-27 08:15:41"", ""host_email"": ""vbrooks@mcmillan.net"", ""organizer_email"": ""williamsderrick@yahoo.com"", ""participants"": [""ghernandez@gmail.com"", ""francisco94@hotmail.com"", ""terickson@yahoo.com""], ""speakers"": [""mark16@parker.com"", ""tammy99@gmail.com"", ""ojackson@harvey.com""], ""meeting_attendees"": [{""email"": ""ghernandez@gmail.com""}, {""email"": ""francisco94@hotmail.com""}, {""email"": ""terickson@yahoo.com""}]}",Intuitive context-sensitive knowledgebase,9D4A6CBF2C6943D2B7A94493,2025-07-27 01:06:15,2025-05-13 22:43:08,TRUE
e6ff6ad4-3c52-4952-a052-4470dcca3580,call,"{""id"": ""8EED9273BE364D5580B4B384"", ""title"": ""Future-proofed next generation standardization"", ""duration"": 87.24, ""calendar_id"": ""2DF5E87AFADC460A844AB9D3AB975227"", ""audio_url"": ""https://www.gilbert.com//audio.mp3"", ""video_url"": ""http://www.stein.com//video.mp4"", ""transcript_url"": ""https://kennedy.net//transcript.txt"", ""dateString"": ""2025-03-03 08:07:03"", ""host_email"": ""chelsea33@yahoo.com"", ""organizer_email"": ""shellyhendrix@yahoo.com"", ""participants"": [""wstewart@peck.com"", ""xcardenas@gmail.com""], ""speakers"": [""robertsjennifer@yahoo.com"", ""julie33@hotmail.com""], ""meeting_attendees"": [{""email"": ""wstewart@peck.com""}, {""email"": ""xcardenas@gmail.com""}]}",Open-source solution-oriented leverage,8EED9273BE364D5580B4B384,2025-07-05 10:08:33,2025-09-10 15:27:36,TRUE
